artistId,artistName,artistImg,artistChosen
19YAQxr2xw4CZ6TlRwsY1C,"Luca Bignardi",,0
0oOet2f43PA68X5RxKobEy,"Shreya Ghoshal",https://i.scdn.co/image/ab6761610000e5ebb3fe1b3ee6caedd21d2a6b85,0
33yjk1kQbu7otNngO5pQb8,"MC MENOR HR",https://i.scdn.co/image/ab6761610000e5eb8ba423188145ad3eec349e0b,0
5HH9WTgUzO8ZIiqrxPiwiv,"Danish Sood",https://i.scdn.co/image/ab6761610000e5ebde0a4818d192a6379f6e59a5,0
6X9aYHnQ75YI8o08aoa0iS,Boyzone,https://i.scdn.co/image/588a07548bc91a664fafbaa04c1936a4759f5bcf,0
42TFhl7WlMRXiNqzSrnzPL,"Lou Reed",https://i.scdn.co/image/2e1e9a6fe696b536a1f9e6a27fc1ed23d2c97099,0
1XgFuvRd7r5g0h844A5ZUQ,"Take That",https://i.scdn.co/image/ab6761610000e5eb04b0ab704089054911d91bfd,0
4p07QU02SrLsaORo25h2Lg,Sammie,https://i.scdn.co/image/ab6761610000e5eb5c76dd327ade80af7e1f1af9,0
7JpFUjd9t0f7VNk7BY2ug8,"WEROMIX MUSIC",https://i.scdn.co/image/ab6761610000e5eb157f7186b5cd738296ec45fc,0
5P2rwRBgIN450RaJxdjYdA,"Kardinal Offishall",https://i.scdn.co/image/ab6761610000e5ebda71d9aeae89499cc60e0bc3,0
3dBVyJ7JuOMt4GE9607Qin,"T. Rex",https://i.scdn.co/image/ab6761610000e5ebc3720f148c287625f0bbf55b,0
36jaGQtMj5UWD0eO1fCVdD,"Joel Adams",https://i.scdn.co/image/ab6761610000e5eb87462cbff7c782a4147b2e8f,0
6MF9fzBmfXghAz953czmBC,"Taio Cruz",https://i.scdn.co/image/ab6761610000e5eb153171480a6f22912253b9f1,0
4AVFqumd2ogHFlRbKIjp1t,Alesso,https://i.scdn.co/image/ab6761610000e5eb1605eca2d6cc32b05a2d56b1,0
14IDLWkXEqefdklpm0aAjq,"Hope Music",https://i.scdn.co/image/ab6761610000e5eb4bcd6d9b7fa56131a0c0aa9d,0
00tVTdpEhQQw1bqdu8RCx2,"Blue Öyster Cult",https://i.scdn.co/image/ab6761610000e5eba50ccc99f741a7899654bc16,0
3MZsBdqDrRTJihTHQrO6Dq,Joji,https://i.scdn.co/image/ab6761610000e5eb4111c95b5f430c3265c7304b,0
4JczWHls9n9VpTHnqO2IG8,"Ananya Bhat",https://i.scdn.co/image/ab6761610000e5ebcadc51b2278a209d0eedbc61,0
6i76Njw7mW2TtsQIRVsqAG,"Leandro e as Abusadas",https://i.scdn.co/image/ab6761610000e5eb43416c1edd22a0bee52460fe,0
0k17h0D3J5VfsdmQ1iZtE9,"Pink Floyd",https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,0
5Z8nzSJRSo4HRcUOzemnC1,Juss,https://i.scdn.co/image/ab67616d0000b2738ad451f58ec0b54c7179c6ba,0
61JrslREXq98hurYL2hYoc,"Lata Mangeshkar",https://i.scdn.co/image/ab6761610000e5eba0199b159c0c5a9f62333d32,0
0GiAC4VvvYCypjRH6IiasK,"Surya Ragunaathan",https://i.scdn.co/image/ab6761610000e5eb28f1f90c902d6d8701ed4b70,0
74OaRjmyh0XyRZsQQQ5l7c,"Jasleen Royal",https://i.scdn.co/image/ab6761610000e5ebbb02318fe3cd50485531c42c,0
6Hizgjo92FnMp8wGaRUNTn,"Vertical Horizon",https://i.scdn.co/image/ab6761610000e5ebc7a91ecbdde7a0de84b2f0ba,0
3PjvC3vaZ6wh5FK6PZ4Dd5,"B. Ajaneesh Loknath",https://i.scdn.co/image/ab67616d0000b273dd9d1b74357bacedb81ca47b,0
19ra5tSw0tWufvUp8GotLo,"George Michael",https://i.scdn.co/image/ab6761610000e5ebf8b74c36ba6c31fc0f58783c,0
3tPQOjkxO3mrYrrgkTeXgH,"Nikhita Gandhi",https://i.scdn.co/image/ab6761610000e5eb44f9b4f49b03b53c276cba3c,0
5f4QpKfy7ptCHwTqspnSJI,"Neha Kakkar",https://i.scdn.co/image/ab6761610000e5eb2eb3676d6d03d8872feb0875,0
4tpUmLEVLCGFr93o8hFFIB,Blondie,https://i.scdn.co/image/ab6761610000e5eb67dc4da82c968767d994f3c3,0
46pWGuE3dSwY3bMMXGBvVS,Rema,https://i.scdn.co/image/ab6761610000e5eb5c77b5deaf9aef3e9ccec31c,0
4yiQZ8tQPux8cPriYMWUFP,"Gwen Stefani",https://i.scdn.co/image/ab6761610000e5eb71a84376c2d99dbc4eba4097,0
6RF8hEdlUKoLPQOHmBbHiM,"Yasser Desai",https://i.scdn.co/image/ab6761610000e5eb2b7ca321131b0adb237d2fe8,0
5me0Irg2ANcsgc93uaYrpb,"The Notorious B.I.G.",https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f,0
64M6ah0SkkRsnPGtGiRAbb,"Bebe Rexha",https://i.scdn.co/image/ab6761610000e5ebabfac786f093c4da55c99d4e,0
2wY79sveU1sp5g7SokKOiI,"Sam Smith",https://i.scdn.co/image/ab6761610000e5eb10ca40ea0b0b5082dba0ff75,0
3b8QkneNDz4JHKKKlLgYZg,"Florida Georgia Line",https://i.scdn.co/image/ab6761610000e5ebaa2d9bd207a62adc3edf6631,0
2FKWNmZWDBZR4dE5KX4plR,"Diljit Dosanjh",https://i.scdn.co/image/ab6761610000e5eb92103a69abd9fbf76d866374,0
72Nhcx7prNk2ZCxhx0Y5es,"Amy Grant",https://i.scdn.co/image/ab6761610000e5eb56466f43a9c49dddcf6ee1ec,0
2P560DaOMNDUACoH8ZhOCR,"The Jam",https://i.scdn.co/image/ee4cebe3c187f4f18502fd99b69e316c1caa2254,0
2NmK5FyrQ18HOPXq1UBzqa,SWV,https://i.scdn.co/image/ab6761610000e5eb2c43fa54ddf21c961d2fd6c3,0
4obzFoKoKRHIphyHzJ35G3,"Becky G",https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8,0
4etv0ut4ws0GbXBtolzf5e,Mukesh,https://i.scdn.co/image/ab67616d0000b27379e3e03a30c41194a914fc80,0
5NHm4TU5Twz7owibYxJfFU,King,https://i.scdn.co/image/ab6761610000e5ebb02380a3f90c8e2029350f4d,0
0TImkz4nPqjegtVSMZnMRq,TLC,https://i.scdn.co/image/ab6761610000e5eb7356ae4581e46319f99c813a,0
2sOq4hJZRAybcz8AvKjDK4,"Ahmet Hatipoğlu",https://i.scdn.co/image/ab6761610000e5eb727942b20826353650ad5a0c,0
6tbjWDEIzxoDsBA1FuhfPW,Madonna,https://i.scdn.co/image/ab6761610000e5eb034a19a2d576c696b5be94a5,0
0PavAVTZWBEpaj4iJdKCyj,"Sunday Scaries",https://i.scdn.co/image/ab6761610000e5ebb588204bc2bcc8b34e0db3b8,0
7aBzpmFXB4WWpPl2F7RjBe,"Wyclef Jean",https://i.scdn.co/image/ab6761610000e5ebad53e714cc3481bd069bfc93,0
70B80Lwx2sxti0M1Ng9e8K,"Udit Narayan",https://i.scdn.co/image/ab6761610000e5eb8de0e6e7e55d7773931ab7f4,0
4WPY0N74T3KUja57xMQTZ3,"The Replacements",https://i.scdn.co/image/1c80a3a78951958f753cd7282bfe16dbca741258,0
2wUjUUtkb5lvLKcGKsKqsR,"Alessia Cara",https://i.scdn.co/image/ab6761610000e5ebe74b7398634a741f74858dc7,0
7bu3H8JO7d0UbMoVzbo70s,"The Cure",https://i.scdn.co/image/7ca743e822b80133971ccf5c70fcbd77a4f4f508,0
5RNFFojXkPRmlJZIwXeKQC,"Bryan Ferry",https://i.scdn.co/image/ab6761610000e5eb039e35b7703bade5d61bd906,0
7cvpTbz1cBUwRjLrcgobwm,"Jilted John",https://i.scdn.co/image/ab67616d0000b273e68ab40d254f19cc1cded232,0
2ae6PxICSOZHvjqiCcgon8,"S. P. Balasubrahmanyam",https://i.scdn.co/image/ab6761610000e5ebc4ab3514db806520757ac706,0
3Isy6kedDrgPYoTS1dazA9,"Sean Paul",https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22,0
3KV3p5EY4AvKxOlhGHORLg,Jeremih,https://i.scdn.co/image/ab6761610000e5eb09d815048b9b89b78b8a26ad,0
5yI5MjFLwQwfP24OxchqN1,"Simar Kaur",https://i.scdn.co/image/ab6761610000e5eb5a716568d4c66343dda7a3a6,0
3NyNPJaemMYsL14DK2tO01,Cheryl,https://i.scdn.co/image/ab6761610000e5eb581bef826c6d454a6a61d453,0
0A7g2YbCA9FlyZvAG6VmKP,"The LOX",https://i.scdn.co/image/ab6761610000e5ebdeaecca1879726b131fd71c9,0
7bXgB6jMjp9ATFy66eO08Z,"Chris Brown",https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1,0
4pADjHPWyrlAF0FA7joK2H,"Jay Sean",https://i.scdn.co/image/ab6761610000e5eb1fe57aeec785741820fedd52,0
7zfceKY7I04Tc0J2o7043h,"Mansheel Gujral",https://i.scdn.co/image/ab6761610000e5eb20b768dedf8ce8aeab27951d,0
3cGZqGPKhq8ChGYotV0mlS,"Sai Vignesh",https://i.scdn.co/image/ab6761610000e5eb65f891e08ddd769718cf99ca,0
3JGrxsZ6kfzJrfwsxwERhS,"M. M. Manasi",https://i.scdn.co/image/ab67616d0000b273dfe6cfcd34e433d548501824,0
2JSYASbWU5Y0fVpts3Eq7g,"R. D. Burman",https://i.scdn.co/image/ab6761610000e5ebd3b213d51e0ea60f0c768a38,0
1Fmb52lZ6Jv7FMWXXTPO3K,"Joan Jett & the Blackhearts",https://i.scdn.co/image/ab6761610000e5eb4e1b52ff7a60d0bad791fb36,0
56SjZARoEvag3RoKWIb16j,"B Praak",https://i.scdn.co/image/ab6761610000e5eb1085c393173d6a0826610e98,0
0OjRa6r1EIPF5RZPy1SGz9,Musketeers,https://i.scdn.co/image/ab6761610000e5eb1edb1015793df1c2f7d0b654,0
1co4F2pPNH8JjTutZkmgSm,Ramones,https://i.scdn.co/image/ab6761610000e5eb5b9f46a5c5bf8243179d56b0,0
6TLwD7HPWuiOzvXEa3oCNe,"Oliver Tree",https://i.scdn.co/image/ab6761610000e5eb8920b53de80984ecf97ea3cb,0
2gie1bU1LwnxdFAJoTLjzT,Loon,https://i.scdn.co/image/86bca3cf6660bf05f14560a2d0c9c0fb3ecdc8ee,0
7MSUfLeTdDEoZiJPDSBXgi,"Brian Eno",https://i.scdn.co/image/ab6761610000e5ebf4354b8e4e0fb2860e1c3694,0
3Oim8XBPbznAa8Jj8QzNc8,Cults,https://i.scdn.co/image/ab6761610000e5ebc058f486e96b16f85e50a1e9,0
5wJ1H6ud777odtZl5gG507,"Vishal Mishra",https://i.scdn.co/image/ab6761610000e5eb6403561cc5a2dcf800cc814a,0
1DisOtNFBsfGAuifnt4o8j,"Chino Grande",https://i.scdn.co/image/ab6761610000e5eb837093eb1c055b0b89c2b0fe,0
